"","Nstates","Tstates","tpurity","Ncount","Tcount","log.ratios","state","hiddenstate","hiddenNstate","hiddenTstate","consistance"
"11106",3,2,0.9,21,11,-0.559615787935423,13,2,1,1,FALSE
"11107",2,2,0.9,27,9,-0.916290731874155,8,2,1,1,FALSE
"11108",3,2,0.9,26,19,-0.277477902277539,13,2,1,1,FALSE
"11109",1,2,0.9,10,22,0.732367893713227,3,2,1,1,FALSE
"11110",2,2,0.9,19,21,0.0905140075408319,8,2,1,1,FALSE
"11111",1,2,0.9,11,17,0.399386062031782,3,2,1,1,FALSE
"11112",3,2,0.9,27,23,-0.143100843640673,13,2,1,1,FALSE
"11113",2,2,0.9,21,23,0.082238098236972,8,2,1,1,FALSE
"11114",3,2,0.9,38,14,-0.840304824896233,13,2,1,1,FALSE
"11115",2,2,0.9,18,13,-0.287682072451781,8,2,1,1,FALSE
"11116",3,2,0.9,28,11,-0.790602516710658,13,2,1,1,FALSE
"11117",1,2,0.9,11,24,0.724469651688987,3,2,1,1,FALSE
"11118",2,2,0.9,20,12,-0.446287102628419,8,2,1,1,FALSE
"11119",3,2,0.9,30,12,-0.776528789498996,13,2,1,1,FALSE
"11120",1,2,0.9,5,22,1.40118297361364,3,2,1,1,FALSE
"11121",2,2,0.9,35,11,-0.960093354532548,8,2,1,1,FALSE
"11122",1,2,0.9,11,25,0.763351439233194,3,2,1,1,FALSE
"11123",3,2,0.9,28,16,-0.487295126355797,13,2,1,1,FALSE
"11124",2,2,0.9,22,20,-0.0853598489511569,8,2,1,1,FALSE
"11125",1,2,0.9,16,17,0.0547248996892465,3,2,1,1,FALSE
"11126",3,2,0.9,28,18,-0.387765531008763,13,2,1,1,FALSE
"11127",1,2,0.9,6,24,1.30833281965018,3,2,1,1,FALSE
"11128",3,2,0.9,29,15,-0.570014495156321,13,2,1,1,FALSE
"11129",2,2,0.9,19,15,-0.210071469746857,8,2,1,1,FALSE
"11130",1,2,0.9,13,15,0.129677823308533,3,2,1,1,FALSE
"11131",2,2,0.9,27,18,-0.356674943938732,8,2,1,1,FALSE
"11132",2,2,0.9,23,13,-0.496436886313891,8,2,1,1,FALSE
"11133",1,2,0.9,8,8,0,3,2,1,1,FALSE
"11134",2,2,0.9,21,26,0.194156014440957,8,2,1,1,FALSE
"11135",1,2,0.9,11,12,0.0786431273191131,3,2,1,1,FALSE
"11136",1,2,0.9,4,17,1.36736635123437,3,2,1,1,FALSE
"11137",3,2,0.9,26,17,-0.373295825174773,13,2,1,1,FALSE
"11138",1,2,0.9,14,12,-0.137621377876048,3,2,1,1,FALSE
"11139",2,2,0.9,21,24,0.120952610417663,8,2,1,1,FALSE
"11140",3,2,0.9,36,20,-0.510825623765991,13,2,1,1,FALSE
"11141",1,2,0.9,11,14,0.219500560035709,3,2,1,1,FALSE
"11142",1,2,0.9,17,15,-0.111917916203985,3,2,1,1,FALSE
"11143",2,2,0.9,16,15,-0.0578939784189026,8,2,1,1,FALSE
"11144",3,2,0.9,20,11,-0.519193873436507,13,2,1,1,FALSE
"11145",2,2,0.9,18,15,-0.162518929497775,8,2,1,1,FALSE
"11146",3,2,0.9,29,17,-0.465874235903725,13,2,1,1,FALSE
"11147",1,2,0.9,7,21,1.02961941718116,3,2,1,1,FALSE
"11148",3,2,0.9,26,23,-0.109643177449827,13,2,1,1,FALSE
"11149",1,2,0.9,12,17,0.318453731118535,3,2,1,1,FALSE
"11150",2,2,0.9,26,20,-0.232805462225947,8,2,1,1,FALSE
"11151",1,2,0.9,12,19,0.421994410059375,3,2,1,1,FALSE
"11152",3,2,0.9,25,22,-0.114289146402128,13,2,1,1,FALSE
"11153",1,2,0.9,5,18,1.20597080698861,3,2,1,1,FALSE
"11154",3,2,0.9,30,17,-0.49429632181478,13,2,1,1,FALSE
"11155",2,2,0.9,14,18,0.228841572428847,8,2,1,1,FALSE
"11156",3,2,0.9,25,21,-0.155484902840395,13,2,1,1,FALSE
"11157",1,2,0.9,11,10,-0.0853598489511569,3,2,1,1,FALSE
"11158",1,2,0.9,8,15,0.580817995586026,3,2,1,1,FALSE
"11159",2,2,0.9,21,18,-0.137621377876048,8,2,1,1,FALSE
"11160",1,2,0.9,6,14,0.78845736036427,3,2,1,1,FALSE
"11161",1,2,0.9,15,27,0.542324290825362,3,2,1,1,FALSE
"11162",2,2,0.9,23,23,0,8,2,1,1,FALSE
"11163",3,2,0.9,30,18,-0.446287102628419,13,2,1,1,FALSE
"11164",2,2,0.9,20,15,-0.25489224962879,8,2,1,1,FALSE
"11165",1,2,0.9,15,7,-0.653926467406664,3,2,1,1,FALSE
"11166",3,2,0.9,37,21,-0.492968006365984,13,2,1,1,FALSE
"11167",2,2,0.9,24,18,-0.25489224962879,8,2,1,1,FALSE
"11168",1,2,0.9,10,17,0.488580014818671,3,2,1,1,FALSE
"11169",1,2,0.9,10,27,0.928219302739429,3,2,1,1,FALSE
"11170",2,2,0.9,23,14,-0.434133002977736,8,2,1,1,FALSE
"11171",2,2,0.9,19,17,-0.0995295953470332,8,2,1,1,FALSE
"11172",1,2,0.9,7,11,0.414943852062708,3,2,1,1,FALSE
"11173",3,2,0.9,33,21,-0.396415272588246,13,2,1,1,FALSE
"11174",1,2,0.9,16,18,0.106609735058258,3,2,1,1,FALSE
"11175",3,2,0.9,28,17,-0.436292571903424,13,2,1,1,FALSE
"11176",2,2,0.9,27,20,-0.265703165733006,8,2,1,1,FALSE
"11177",1,2,0.9,17,17,0,3,2,1,1,FALSE
"11178",2,2,0.9,15,20,0.262364264467491,8,2,1,1,FALSE
"11179",1,2,0.9,10,12,0.165514438477574,3,2,1,1,FALSE
"11180",3,2,0.9,25,20,-0.198450938723838,13,2,1,1,FALSE
"11181",1,2,0.9,9,17,0.587786664902119,3,2,1,1,FALSE
"11182",3,2,0.9,25,7,-1.04412410338404,13,2,1,1,FALSE
"11183",1,2,0.9,8,19,0.805359171166873,3,2,1,1,FALSE
"11184",1,2,0.9,9,13,0.336472236621213,3,2,1,1,FALSE
"11185",2,2,0.9,21,17,-0.18805223150294,8,2,1,1,FALSE
"11186",1,2,0.9,5,21,1.35583515363518,3,2,1,1,FALSE
"11187",2,2,0.9,18,10,-0.510825623765991,8,2,1,1,FALSE
"11188",3,2,0.9,24,14,-0.470003629245736,13,2,1,1,FALSE
"11189",3,2,0.9,31,17,-0.521636539870206,13,2,1,1,FALSE
"11190",1,2,0.9,6,18,1.02961941718116,3,2,1,1,FALSE
"11191",3,2,0.9,25,13,-0.565633860260986,13,2,1,1,FALSE
"11192",2,2,0.9,14,15,0.0623038833361548,8,2,1,1,FALSE
"11193",1,2,0.9,10,22,0.732367893713227,3,2,1,1,FALSE
"11194",2,2,0.9,18,14,-0.22314355131421,8,2,1,1,FALSE
"11195",3,2,0.9,35,10,-1.02961941718116,13,2,1,1,FALSE
"11196",1,2,0.9,8,13,0.44628710262842,3,2,1,1,FALSE
"11197",3,2,0.9,31,17,-0.521636539870206,13,2,1,1,FALSE
"11198",2,2,0.9,11,20,0.551793062254214,8,2,1,1,FALSE
"11199",2,2,0.9,22,15,-0.337381741004053,8,2,1,1,FALSE
"11200",1,2,0.9,7,16,0.768784594765565,3,2,1,1,FALSE
"11201",3,2,0.9,34,14,-0.75377180237638,13,2,1,1,FALSE
"11202",2,2,0.9,21,14,-0.356674943938732,8,2,1,1,FALSE
"11203",1,2,0.9,11,17,0.399386062031782,3,2,1,1,FALSE
"11204",2,2,0.9,23,8,-0.884202417322655,8,2,1,1,FALSE
"11205",1,2,0.9,17,16,-0.0543940720657987,3,2,1,1,FALSE
"11206",2,2,0.9,22,18,-0.178691788743376,8,2,1,1,FALSE
"11207",1,2,0.9,5,18,1.20597080698861,3,2,1,1,FALSE
"11208",1,2,0.9,5,15,1.02961941718116,3,2,1,1,FALSE
"11209",3,2,0.9,30,24,-0.198450938723838,13,2,1,1,FALSE
"11210",1,2,0.9,13,16,0.188711354892726,3,2,1,1,FALSE
"11211",2,2,0.9,27,21,-0.22314355131421,8,2,1,1,FALSE
"11212",1,2,0.9,7,25,1.19824212961695,3,2,1,1,FALSE
"11213",1,2,0.9,11,15,0.28312625591592,3,2,1,1,FALSE
"11214",2,2,0.9,18,11,-0.430782916092454,8,2,1,1,FALSE
"11215",1,2,0.9,7,17,0.826678573184468,3,2,1,1,FALSE
"11216",2,2,0.9,25,16,-0.391562202939173,8,2,1,1,FALSE
"11217",3,2,0.9,35,24,-0.332480215351675,13,2,1,1,FALSE
"11218",2,2,0.9,23,8,-0.884202417322655,8,2,1,1,FALSE
"11219",1,2,0.9,11,16,0.34294475112683,3,2,1,1,FALSE
"11220",2,2,0.9,18,18,0,8,2,1,1,FALSE
"11221",3,2,0.9,29,18,-0.41760749493389,13,2,1,1,FALSE
"11222",1,2,0.9,16,16,0,3,2,1,1,FALSE
"11223",2,2,0.9,22,21,-0.041769412876295,8,2,1,1,FALSE
"11224",3,2,0.9,33,12,-0.850332764082358,13,2,1,1,FALSE
"11225",1,2,0.9,13,15,0.129677823308533,3,2,1,1,FALSE
"11226",2,2,0.9,12,14,0.139761942375159,8,2,1,1,FALSE
"11227",1,2,0.9,8,19,0.805359171166873,3,2,1,1,FALSE
"11228",2,2,0.9,24,21,-0.119346757632566,8,2,1,1,FALSE
"11229",1,2,0.9,10,3,-0.994252273343867,3,2,1,1,FALSE
"11230",3,2,0.9,22,16,-0.281639757995818,13,2,1,1,FALSE
"11231",2,2,0.9,20,18,-0.0943106794712414,8,2,1,1,FALSE
"11232",3,2,0.9,35,6,-1.36929678475132,13,2,1,1,FALSE
"11233",1,2,0.9,11,20,0.551793062254214,3,2,1,1,FALSE
"11234",2,2,0.9,16,22,0.290802199788024,8,2,1,1,FALSE
"11235",1,2,0.9,8,17,0.699377730310581,3,2,1,1,FALSE
"11236",1,2,0.9,10,12,0.165514438477574,3,2,1,1,FALSE
"11237",3,2,0.9,24,10,-0.744440474947496,13,2,1,1,FALSE
"11238",1,2,0.9,9,14,0.405465108108164,3,2,1,1,FALSE
"11239",2,2,0.9,17,11,-0.382208245943897,8,2,1,1,FALSE
"11240",1,2,0.9,7,13,0.571786323555678,3,2,1,1,FALSE
"11241",3,2,0.9,38,20,-0.555676189931343,13,2,1,1,FALSE
"11242",2,2,0.9,17,14,-0.172953806790355,8,2,1,1,FALSE
"11243",3,2,0.9,29,14,-0.626455806061273,13,2,1,1,FALSE
"11244",1,2,0.9,9,20,0.741937344729377,3,2,1,1,FALSE
"11245",2,2,0.9,20,13,-0.378336440719912,8,2,1,1,FALSE
"11246",2,2,0.9,16,16,0,8,2,1,1,FALSE
"11247",1,2,0.9,13,23,0.526093095896779,3,2,1,1,FALSE
"11248",3,2,0.9,33,17,-0.573345980747325,13,2,1,1,FALSE
"11249",1,2,0.9,12,16,0.262364264467491,3,2,1,1,FALSE
"11250",3,2,0.9,37,26,-0.311384184758569,13,2,1,1,FALSE
"11251",2,2,0.9,17,20,0.147405291687727,8,2,1,1,FALSE
"11252",3,2,0.9,40,10,-1.1239300966524,13,2,1,1,FALSE
"11253",1,2,0.9,13,16,0.188711354892726,3,2,1,1,FALSE
"11254",2,2,0.9,14,9,-0.387765531008763,8,2,1,1,FALSE
"11255",3,2,0.9,36,20,-0.510825623765991,13,2,1,1,FALSE
"11256",2,2,0.9,31,10,-0.940781751882451,8,2,1,1,FALSE
"11257",3,2,0.9,31,14,-0.680326492130884,13,2,1,1,FALSE
"11258",1,2,0.9,9,17,0.587786664902119,3,2,1,1,FALSE
"11259",1,2,0.9,9,19,0.693147180559945,3,2,1,1,FALSE
"11260",2,2,0.9,21,18,-0.137621377876048,8,2,1,1,FALSE
"11261",1,2,0.9,8,16,0.641853886172395,3,2,1,1,FALSE
"11262",1,2,0.9,7,18,0.881403472873714,3,2,1,1,FALSE
"11263",2,2,0.9,32,22,-0.330241686870577,8,2,1,1,FALSE
"11264",3,2,0.9,30,18,-0.446287102628419,13,2,1,1,FALSE
"11265",2,2,0.9,24,17,-0.304489190768162,8,2,1,1,FALSE
"11266",3,2,0.9,30,20,-0.356674943938732,13,2,1,1,FALSE
"11267",1,2,0.9,13,18,0.297251523467932,3,2,1,1,FALSE
"11268",3,2,0.9,27,13,-0.628608659422374,13,2,1,1,FALSE
"11269",2,2,0.9,25,11,-0.70117935225721,8,2,1,1,FALSE
"11270",1,2,0.9,11,24,0.724469651688987,3,2,1,1,FALSE
"11271",2,2,0.9,18,17,-0.0512932943875505,8,2,1,1,FALSE
"11272",1,2,0.9,15,10,-0.356674943938732,3,2,1,1,FALSE
"11273",2,2,0.9,20,19,-0.0460439385014067,8,2,1,1,FALSE
"11274",1,2,0.9,12,19,0.421994410059375,3,2,1,1,FALSE
"11275",2,2,0.9,18,17,-0.0512932943875505,8,2,1,1,FALSE
"11276",1,2,0.9,8,18,0.75377180237638,3,2,1,1,FALSE
"11277",2,2,0.9,25,14,-0.504181081047322,8,2,1,1,FALSE
"11278",1,2,0.9,12,17,0.318453731118535,3,2,1,1,FALSE
"11279",2,2,0.9,29,12,-0.749899997152395,8,2,1,1,FALSE
"11280",3,2,0.9,20,12,-0.446287102628419,13,2,1,1,FALSE
"11281",1,2,0.9,14,20,0.326215736454024,3,2,1,1,FALSE
"11282",2,2,0.9,16,16,0,8,2,1,1,FALSE
"11283",1,2,0.9,11,13,0.151549898127201,3,2,1,1,FALSE
"11284",2,2,0.9,23,21,-0.0814930342511828,8,2,1,1,FALSE
"11285",3,2,0.9,24,15,-0.41173472112176,13,2,1,1,FALSE
"11286",2,2,0.9,23,25,0.0753494372417868,8,2,1,1,FALSE
"11287",3,2,0.9,34,16,-0.647162067318122,13,2,1,1,FALSE
"11288",2,2,0.9,17,19,0.100643525779688,8,2,1,1,FALSE
"11289",1,2,0.9,9,17,0.587786664902119,3,2,1,1,FALSE
"11290",3,2,0.9,29,18,-0.41760749493389,13,2,1,1,FALSE
"11291",1,2,0.9,9,22,0.832909122935104,3,2,1,1,FALSE
"11292",2,2,0.9,18,23,0.22314355131421,8,2,1,1,FALSE
"11293",3,2,0.9,24,12,-0.597837000755621,13,2,1,1,FALSE
"11294",1,2,0.9,12,17,0.318453731118535,3,2,1,1,FALSE
"11295",3,2,0.9,35,17,-0.62149119165351,13,2,1,1,FALSE
"11296",2,2,0.9,14,22,0.414943852062708,8,2,1,1,FALSE
"11297",1,2,0.9,10,13,0.2390169004705,3,2,1,1,FALSE
"11298",2,2,0.9,24,20,-0.162518929497775,8,2,1,1,FALSE
"11299",3,2,0.9,26,19,-0.277477902277539,13,2,1,1,FALSE
"11300",1,2,0.9,13,16,0.188711354892726,3,2,1,1,FALSE
"11301",3,2,0.9,32,8,-1.1239300966524,13,2,1,1,FALSE
"11302",1,2,0.9,7,21,1.02961941718116,3,2,1,1,FALSE
"11303",3,2,0.9,27,23,-0.143100843640673,13,2,1,1,FALSE
"11304",2,2,0.9,23,14,-0.434133002977736,8,2,1,1,FALSE
"11305",3,2,0.9,34,12,-0.873118560008946,13,2,1,1,FALSE
"11306",1,2,0.9,12,15,0.20294084399669,3,2,1,1,FALSE
"11307",3,2,0.9,24,8,-0.916290731874155,13,2,1,1,FALSE
"11308",1,2,0.9,7,22,1.07451473708905,3,2,1,1,FALSE
"11309",3,2,0.9,29,11,-0.817850659060902,13,2,1,1,FALSE
"11310",2,2,0.9,25,14,-0.504181081047322,8,2,1,1,FALSE
"11311",3,2,0.9,32,14,-0.705725962766806,13,2,1,1,FALSE
"11312",3,2,0.9,36,16,-0.693147180559945,13,2,1,1,FALSE
"11313",2,2,0.9,27,19,-0.310154928303839,8,2,1,1,FALSE
"11314",2,2,0.9,23,15,-0.375484275896229,8,2,1,1,FALSE
"11315",1,2,0.9,6,18,1.02961941718116,3,2,1,1,FALSE
"11316",3,2,0.9,29,22,-0.244930905499117,13,2,1,1,FALSE
"11317",2,2,0.9,16,22,0.290802199788024,8,2,1,1,FALSE
"11318",1,2,0.9,11,23,0.684014696996673,3,2,1,1,FALSE
"11319",3,2,0.9,26,15,-0.479277266031065,13,2,1,1,FALSE
"11320",2,2,0.9,23,15,-0.375484275896229,8,2,1,1,FALSE
"11321",1,2,0.9,6,12,0.641853886172395,3,2,1,1,FALSE
"11322",2,2,0.9,21,14,-0.356674943938732,8,2,1,1,FALSE
"11323",3,2,0.9,32,14,-0.705725962766806,13,2,1,1,FALSE
"11324",1,2,0.9,11,11,0,3,2,1,1,FALSE
"11325",2,2,0.9,27,19,-0.310154928303839,8,2,1,1,FALSE
"11326",1,2,0.9,10,14,0.307484699747961,3,2,1,1,FALSE
"11327",2,2,0.9,14,17,0.176351389807451,8,2,1,1,FALSE
"11328",1,2,0.9,9,18,0.641853886172395,3,2,1,1,FALSE
"11329",3,2,0.9,34,14,-0.75377180237638,13,2,1,1,FALSE
"11330",1,2,0.9,8,14,0.51581316527703,3,2,1,1,FALSE
"11331",2,2,0.9,33,12,-0.850332764082358,8,2,1,1,FALSE
"11332",2,2,0.9,17,19,0.100643525779688,8,2,1,1,FALSE
"11333",1,2,0.9,16,19,0.15593480162076,3,2,1,1,FALSE
"11334",3,2,0.9,25,22,-0.114289146402128,13,2,1,1,FALSE
"11335",3,2,0.9,30,18,-0.446287102628419,13,2,1,1,FALSE
"11336",3,2,0.9,32,18,-0.500462836730444,13,2,1,1,FALSE
"11337",1,2,0.9,5,9,0.542324290825362,3,2,1,1,FALSE
"11338",3,2,0.9,29,12,-0.749899997152395,13,2,1,1,FALSE
"11339",2,2,0.9,17,11,-0.382208245943897,8,2,1,1,FALSE
"11340",1,2,0.9,6,23,1.26694760348732,3,2,1,1,FALSE
"11341",2,2,0.9,23,15,-0.375484275896229,8,2,1,1,FALSE
"11342",3,2,0.9,35,15,-0.722134717433198,13,2,1,1,FALSE
"11343",2,2,0.9,18,16,-0.105360515657826,8,2,1,1,FALSE
"11344",1,2,0.9,11,19,0.503526321284379,3,2,1,1,FALSE
"11345",2,2,0.9,17,17,0,8,2,1,1,FALSE
"11346",1,2,0.9,5,10,0.641853886172395,3,2,1,1,FALSE
"11347",2,2,0.9,19,20,0.0462807525640062,8,2,1,1,FALSE
"11348",3,2,0.9,28,12,-0.722134717433198,13,2,1,1,FALSE
"11349",3,2,0.9,35,10,-1.02961941718116,13,2,1,1,FALSE
"11350",1,2,0.9,4,24,1.70474809223843,3,2,1,1,FALSE
"11351",3,2,0.9,31,20,-0.384714164003126,13,2,1,1,FALSE
"11352",2,2,0.9,19,12,-0.402836985701895,8,2,1,1,FALSE
"11353",3,2,0.9,23,22,-0.0399166074054424,13,2,1,1,FALSE
"11354",1,2,0.9,15,21,0.307484699747961,3,2,1,1,FALSE
"11355",3,2,0.9,22,17,-0.228841572428848,13,2,1,1,FALSE
"11356",2,2,0.9,12,13,0.0723206615796261,8,2,1,1,FALSE
"11357",1,2,0.9,5,14,0.963174317773006,3,2,1,1,FALSE
"11358",2,2,0.9,24,17,-0.304489190768162,8,2,1,1,FALSE
"11359",3,2,0.9,23,14,-0.434133002977736,13,2,1,1,FALSE
"11360",2,2,0.9,19,16,-0.153273871353724,8,2,1,1,FALSE
"11361",3,2,0.9,23,19,-0.170221149859867,13,2,1,1,FALSE
"11362",1,2,0.9,9,13,0.336472236621213,3,2,1,1,FALSE
"11363",2,2,0.9,19,23,0.1735109271118,8,2,1,1,FALSE
"11364",3,2,0.9,23,10,-0.710691490210855,13,2,1,1,FALSE
"11365",3,2,0.9,29,22,-0.244930905499117,13,2,1,1,FALSE
"11366",1,2,0.9,10,28,0.963174317773006,3,2,1,1,FALSE
"11367",3,2,0.9,23,11,-0.634058264189939,13,2,1,1,FALSE
"11368",2,2,0.9,24,25,0.0368139731227162,8,2,1,1,FALSE
"11369",3,2,0.9,31,9,-1.0180734261841,13,2,1,1,FALSE
"11370",2,2,0.9,22,21,-0.041769412876295,8,2,1,1,FALSE
"11371",1,2,0.9,6,16,0.916290731874155,3,2,1,1,FALSE
"11372",2,2,0.9,17,10,-0.462969602588356,8,2,1,1,FALSE
"11373",3,2,0.9,34,12,-0.873118560008946,13,2,1,1,FALSE
"11374",2,2,0.9,21,20,-0.0438026226583929,8,2,1,1,FALSE
"11375",3,2,0.9,30,21,-0.3147107448397,13,2,1,1,FALSE
"11376",2,2,0.9,25,19,-0.243346258631729,8,2,1,1,FALSE
"11377",2,2,0.9,23,20,-0.124873329881408,8,2,1,1,FALSE
"11378",1,2,0.9,15,20,0.262364264467491,3,2,1,1,FALSE
"11379",2,2,0.9,24,15,-0.41173472112176,8,2,1,1,FALSE
"11380",1,2,0.9,8,18,0.75377180237638,3,2,1,1,FALSE
"11381",3,2,0.9,23,21,-0.0814930342511828,13,2,1,1,FALSE
"11382",2,2,0.9,20,16,-0.198450938723838,8,2,1,1,FALSE
"11383",3,2,0.9,39,17,-0.708651367095911,13,2,1,1,FALSE
"11384",1,2,0.9,8,18,0.75377180237638,3,2,1,1,FALSE
"11385",2,2,0.9,27,21,-0.22314355131421,8,2,1,1,FALSE
"11386",3,2,0.9,23,20,-0.124873329881408,13,2,1,1,FALSE
"11387",3,2,0.9,23,22,-0.0399166074054424,13,2,1,1,FALSE
"11388",2,2,0.9,17,16,-0.0543940720657987,8,2,1,1,FALSE
"11389",3,2,0.9,23,20,-0.124873329881408,13,2,1,1,FALSE
"11390",3,2,0.9,34,15,-0.699046902687134,13,2,1,1,FALSE
"11391",2,2,0.9,24,14,-0.470003629245736,8,2,1,1,FALSE
"11392",1,2,0.9,6,20,1.1314021114911,3,2,1,1,FALSE
"11393",2,2,0.9,17,16,-0.0543940720657987,8,2,1,1,FALSE
"11394",3,2,0.9,32,10,-0.964299951060516,13,2,1,1,FALSE
"11395",3,2,0.9,34,24,-0.307484699747961,13,2,1,1,FALSE
"11396",2,2,0.9,15,20,0.262364264467491,8,2,1,1,FALSE
"11397",1,2,0.9,9,12,0.262364264467491,3,2,1,1,FALSE
"11398",2,2,0.9,22,20,-0.0853598489511569,8,2,1,1,FALSE
"11399",3,2,0.9,30,23,-0.23572233352107,13,2,1,1,FALSE
"11400",1,2,0.9,7,13,0.571786323555678,3,2,1,1,FALSE
"11401",2,2,0.9,20,17,-0.145025772050258,8,2,1,1,FALSE
"11402",3,2,0.9,25,18,-0.29035230100766,13,2,1,1,FALSE
"11403",1,2,0.9,15,15,0,3,2,1,1,FALSE
"11404",3,2,0.9,31,14,-0.680326492130884,13,2,1,1,FALSE
"11405",3,2,0.9,29,15,-0.570014495156321,13,2,1,1,FALSE
"11406",2,2,0.9,20,21,0.0440168854167745,8,2,1,1,FALSE
"11407",2,2,0.9,21,17,-0.18805223150294,8,2,1,1,FALSE
"11408",3,2,0.9,26,15,-0.479277266031065,13,2,1,1,FALSE
"11409",2,2,0.9,20,19,-0.0460439385014067,8,2,1,1,FALSE
"11410",1,2,0.9,7,13,0.571786323555678,3,2,1,1,FALSE
"11411",2,2,0.9,16,20,0.20294084399669,8,2,1,1,FALSE
"11412",1,2,0.9,11,10,-0.0853598489511569,3,2,1,1,FALSE
"11413",3,2,0.9,45,18,-0.776528789498996,13,2,1,1,FALSE
"11414",1,2,0.9,15,13,-0.127833371509885,3,2,1,1,FALSE
"11415",2,2,0.9,21,20,-0.0438026226583929,8,2,1,1,FALSE
"11416",1,2,0.9,19,19,0,3,2,1,1,FALSE
"11417",2,2,0.9,15,15,0,8,2,1,1,FALSE
"11418",3,2,0.9,17,16,-0.0543940720657987,13,2,1,1,FALSE
"11419",2,2,0.9,19,15,-0.210071469746857,8,2,1,1,FALSE
"11420",1,2,0.9,10,20,0.641853886172395,3,2,1,1,FALSE
"11421",3,2,0.9,23,20,-0.124873329881408,13,2,1,1,FALSE
"11422",1,2,0.9,11,20,0.551793062254214,3,2,1,1,FALSE
"11423",3,2,0.9,29,15,-0.570014495156321,13,2,1,1,FALSE
"11424",2,2,0.9,27,14,-0.567984037605939,8,2,1,1,FALSE
"11425",1,2,0.9,11,22,0.641853886172395,3,2,1,1,FALSE
"11426",3,2,0.9,27,22,-0.182321556793955,13,2,1,1,FALSE
"11427",2,2,0.9,19,20,0.0462807525640062,8,2,1,1,FALSE
"11428",2,2,0.9,29,10,-0.890757429868991,8,2,1,1,FALSE
"11429",3,2,0.9,32,15,-0.650327183377017,13,2,1,1,FALSE
"11430",1,2,0.9,10,12,0.165514438477574,3,2,1,1,FALSE
"11431",2,2,0.9,17,19,0.100643525779688,8,2,1,1,FALSE
"11432",3,2,0.9,33,19,-0.480972660616309,13,2,1,1,FALSE
"11433",2,2,0.9,20,14,-0.3147107448397,8,2,1,1,FALSE
"11434",3,2,0.9,31,18,-0.473882108574307,13,2,1,1,FALSE
"11435",2,2,0.9,27,16,-0.456758402495715,8,2,1,1,FALSE
"11436",1,2,0.9,7,18,0.881403472873714,3,2,1,1,FALSE
"11437",2,2,0.9,23,21,-0.0814930342511828,8,2,1,1,FALSE
"11438",3,2,0.9,36,17,-0.644357016390513,13,2,1,1,FALSE
"11439",3,2,0.9,28,17,-0.436292571903424,13,2,1,1,FALSE
"11440",2,2,0.9,23,17,-0.267595313885044,8,2,1,1,FALSE
"11441",1,2,0.9,10,23,0.774727167552368,3,2,1,1,FALSE
"11442",3,2,0.9,26,15,-0.479277266031065,13,2,1,1,FALSE
"11443",1,2,0.9,14,13,-0.0664450994081526,3,2,1,1,FALSE
"11444",3,2,0.9,28,19,-0.341484778444757,13,2,1,1,FALSE
"11445",1,2,0.9,11,19,0.503526321284379,3,2,1,1,FALSE
"11446",3,2,0.9,39,13,-0.916290731874155,13,2,1,1,FALSE
"11447",2,2,0.9,17,19,0.100643525779688,8,2,1,1,FALSE
"11448",1,2,0.9,5,15,1.02961941718116,3,2,1,1,FALSE
"11449",3,2,0.9,25,13,-0.565633860260986,13,2,1,1,FALSE
"11450",2,2,0.9,16,15,-0.0578939784189026,8,2,1,1,FALSE
"11451",1,2,0.9,9,15,0.470003629245736,3,2,1,1,FALSE
"11452",2,2,0.9,22,25,0.115760790275616,8,2,1,1,FALSE
"11453",1,2,0.9,11,19,0.503526321284379,3,2,1,1,FALSE
"11454",2,2,0.9,21,13,-0.419853845560264,8,2,1,1,FALSE
"11455",3,2,0.9,23,21,-0.0814930342511828,13,2,1,1,FALSE
"11456",1,2,0.9,9,13,0.336472236621213,3,2,1,1,FALSE
"11457",3,2,0.9,35,22,-0.406894700917759,13,2,1,1,FALSE
"11458",2,2,0.9,15,23,0.392042087776024,8,2,1,1,FALSE
"11459",3,2,0.9,34,19,-0.505935638471799,13,2,1,1,FALSE
"11460",3,2,0.9,25,17,-0.339677367570161,13,2,1,1,FALSE
"11461",1,2,0.9,13,16,0.188711354892726,3,2,1,1,FALSE
"11462",1,2,0.9,16,16,0,3,2,1,1,FALSE
"11463",3,2,0.9,30,15,-0.59783700075562,13,2,1,1,FALSE
"11464",2,2,0.9,27,13,-0.628608659422374,8,2,1,1,FALSE
"11465",3,2,0.9,36,15,-0.744440474947496,13,2,1,1,FALSE
"11466",2,2,0.9,23,17,-0.267595313885044,8,2,1,1,FALSE
"11467",1,2,0.9,9,21,0.78845736036427,3,2,1,1,FALSE
"11468",3,2,0.9,17,22,0.234839591077401,13,2,1,1,FALSE
"11469",3,2,0.9,31,16,-0.571786323555678,13,2,1,1,FALSE
"11470",2,2,0.9,19,16,-0.153273871353724,8,2,1,1,FALSE
"11471",3,2,0.9,27,11,-0.762140052046897,13,2,1,1,FALSE
"11472",2,2,0.9,15,23,0.392042087776024,8,2,1,1,FALSE
"11473",3,2,0.9,32,14,-0.705725962766806,13,2,1,1,FALSE
"11474",1,2,0.9,8,17,0.699377730310581,3,2,1,1,FALSE
"11475",3,2,0.9,36,15,-0.744440474947496,13,2,1,1,FALSE
"11476",3,2,0.9,27,14,-0.567984037605939,13,2,1,1,FALSE
